ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TotalVisiting
0,36.0,Self Enquiry,3,6.0,Small Business,Male,1.0,Deluxe,5.0,Married,2.0,0,4,0,Manager,22347.0,3.0
0,35.0,Self Enquiry,1,33.0,Small Business,Female,4.0,Basic,5.0,Unmarried,2.0,0,4,0,Executive,17559.0,3.0
0,36.0,Self Enquiry,3,6.0,Salaried,Male,3.0,Deluxe,3.0,Married,2.0,1,3,1,Manager,21201.0,3.0
0,32.0,Self Enquiry,3,13.0,Salaried,Male,3.0,Deluxe,3.0,Married,3.0,0,1,0,Manager,22347.0,5.0
0,36.0,Company Invited,1,11.0,Salaried,Male,4.0,Basic,3.0,Married,1.0,0,5,0,Executive,22347.0,3.0
0,53.0,Self Enquiry,3,13.0,Small Business,Female,4.0,Standard,3.0,Married,1.0,1,1,0,Senior Manager,25934.0,4.0
0,45.0,Self Enquiry,3,15.0,Small Business,Male,3.0,Standard,5.0,Married,5.0,1,1,0,Senior Manager,25761.0,3.0
0,32.0,Self Enquiry,1,14.0,Small Business,Female,1.0,Deluxe,3.0,Married,6.0,0,3,1,Manager,20175.0,5.0
0,52.0,Company Invited,1,31.0,Small Business,Female,4.0,Super Deluxe,3.0,Married,4.0,0,5,0,AVP,28826.0,3.0
0,37.0,Self Enquiry,3,22.0,Small Business,Male,4.0,Deluxe,3.0,Married,5.0,0,5,1,Manager,21334.0,3.0
0,28.0,Self Enquiry,2,14.0,Small Business,Male,4.0,Basic,3.0,Married,2.0,0,1,1,Executive,19936.0,3.0
0,22.0,Self Enquiry,1,13.0,Salaried,Male,4.0,Deluxe,3.0,Married,7.0,0,1,1,Manager,19775.0,3.0
0,44.0,Self Enquiry,1,14.0,Salaried,Male,1.0,Basic,3.0,Married,3.0,1,3,1,Executive,17818.0,3.0
0,42.0,Company Invited,1,8.0,Small Business,Male,3.0,Basic,3.0,Unmarried,6.0,1,1,1,Executive,17515.0,3.0
0,36.0,Self Enquiry,2,14.0,Salaried,Male,4.0,Basic,5.0,Married,1.0,0,1,0,Executive,17342.0,4.0
0,36.0,Self Enquiry,3,9.0,Salaried,Male,3.0,Deluxe,5.0,Married,2.0,1,4,0,Manager,22347.0,5.0
0,35.0,Self Enquiry,1,15.0,Salaried,Female,4.0,Standard,3.0,Married,2.0,1,4,1,Senior Manager,25685.0,5.0
1,35.0,Company Invited,1,31.0,Salaried,Female,3.0,Basic,4.0,Married,2.0,1,3,1,Executive,17022.0,4.0
0,32.0,Company Invited,1,6.0,Salaried,Male,3.0,Basic,3.0,Married,1.0,0,5,1,Executive,17314.0,3.0
0,25.0,Self Enquiry,3,13.0,Small Business,Male,4.0,Deluxe,5.0,Married,2.0,0,3,1,Manager,22347.0,3.0
0,36.0,Self Enquiry,1,6.0,Large Business,Female,3.0,Basic,5.0,Married,3.0,0,4,0,Executive,18580.0,2.0
0,24.0,Company Invited,1,10.0,Salaried,Male,4.0,Basic,3.0,Married,1.0,0,3,0,Executive,18162.0,3.0
0,32.0,Company Invited,3,11.0,Salaried,Male,3.0,Deluxe,4.0,Married,2.0,0,3,1,Manager,21524.0,3.0
0,38.0,Self Enquiry,3,15.0,Small Business,Male,4.0,Basic,4.0,Married,1.0,0,4,0,Executive,17899.0,5.0
0,42.0,Self Enquiry,1,9.0,Salaried,Female,1.0,Deluxe,3.0,Married,3.0,1,5,1,Manager,20231.0,3.0
0,31.0,Self Enquiry,1,17.0,Salaried,Male,3.0,Basic,3.0,Married,4.0,1,3,0,Executive,17356.0,2.0
1,29.0,Self Enquiry,3,6.0,Small Business,Female,4.0,Basic,3.0,Married,7.0,1,1,1,Executive,17800.0,3.0
0,53.0,Self Enquiry,3,14.0,Small Business,Male,3.0,Super Deluxe,3.0,Married,6.0,0,3,1,AVP,26836.0,3.0
0,35.0,Self Enquiry,1,31.0,Large Business,Male,4.0,Standard,4.0,Married,4.0,0,3,1,Senior Manager,25903.0,4.0
0,37.0,Company Invited,3,27.0,Small Business,Female,3.0,Basic,3.0,Married,6.0,0,1,1,Executive,17973.0,2.0
0,53.0,Self Enquiry,1,29.0,Salaried,Female,3.0,Super Deluxe,3.0,Unmarried,7.0,0,5,1,AVP,29275.0,4.0
0,43.0,Company Invited,1,6.0,Salaried,Female,3.0,Deluxe,3.0,Married,5.0,0,1,1,Manager,20562.0,3.0
0,47.0,Self Enquiry,3,13.0,Small Business,Female,3.0,Deluxe,3.0,Married,1.0,1,1,1,Manager,19537.0,3.0
0,37.0,Company Invited,3,25.0,Small Business,Male,3.0,Standard,4.0,Unmarried,2.0,1,5,0,Senior Manager,22642.0,2.0
0,50.0,Company Invited,1,8.0,Salaried,Male,3.0,Super Deluxe,5.0,Married,2.0,0,5,1,AVP,32924.0,4.0
0,39.0,Self Enquiry,2,8.0,Salaried,Female,4.0,Deluxe,3.0,Married,1.0,0,3,1,Manager,20204.0,2.0
0,33.0,Self Enquiry,2,9.0,Salaried,Male,3.0,Basic,4.0,Married,4.0,1,5,0,Executive,17277.0,3.0
1,32.0,Self Enquiry,1,31.0,Salaried,Male,3.0,Basic,3.0,Unmarried,2.0,1,5,0,Executive,17795.0,2.0
0,29.0,Self Enquiry,1,13.0,Small Business,Female,4.0,Basic,3.0,Married,7.0,0,5,1,Executive,17532.0,4.0
0,44.0,Self Enquiry,1,15.0,Salaried,Male,3.0,Basic,5.0,Married,2.0,1,3,1,Executive,17559.0,3.0
0,28.0,Self Enquiry,3,11.0,Small Business,Male,4.0,Deluxe,3.0,Unmarried,2.0,0,3,0,Manager,19908.0,4.0
1,58.0,Company Invited,1,8.0,Salaried,Male,4.0,Basic,3.0,Married,1.0,1,1,1,Executive,17380.0,2.0
0,43.0,Self Enquiry,1,13.0,Salaried,Female,3.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,19765.0,2.0
1,20.0,Self Enquiry,3,8.0,Small Business,Female,4.0,Basic,3.0,Unmarried,2.0,0,4,1,Executive,17044.0,2.0
1,21.0,Self Enquiry,1,24.0,Salaried,Female,3.0,Basic,3.0,Unmarried,2.0,0,3,1,Executive,17693.0,5.0
0,36.0,Self Enquiry,1,20.0,Salaried,Male,3.0,Deluxe,3.0,Married,1.0,1,5,1,Manager,21586.0,3.0
0,47.0,Self Enquiry,3,8.0,Salaried,Female,4.0,Basic,3.0,Unmarried,2.0,1,1,0,Executive,18294.0,3.0
1,36.0,Self Enquiry,1,9.0,Salaried,Female,3.0,Deluxe,3.0,Married,1.0,1,5,1,Manager,22347.0,3.0
1,41.0,Self Enquiry,1,8.0,Salaried,Female,5.0,Basic,3.0,Married,5.0,1,3,0,Executive,17778.0,3.0
0,28.0,Self Enquiry,1,15.0,Small Business,Female,3.0,Basic,3.0,Married,6.0,0,3,0,Executive,17377.0,3.0
1,39.0,Self Enquiry,1,12.0,Small Business,Male,3.0,Basic,5.0,Married,1.0,1,1,1,Executive,17404.0,4.0
0,27.0,Self Enquiry,1,10.0,Salaried,Female,3.0,Basic,3.0,Unmarried,2.0,0,1,0,Executive,17318.0,3.0
0,34.0,Self Enquiry,1,16.0,Salaried,Male,3.0,Basic,4.0,Married,2.0,0,1,1,Executive,17008.0,3.0
0,42.0,Self Enquiry,3,20.0,Small Business,Female,4.0,Deluxe,3.0,Unmarried,1.0,0,3,1,Manager,21244.0,3.0
0,33.0,Self Enquiry,1,6.0,Salaried,Male,4.0,Basic,5.0,Unmarried,4.0,1,4,1,Executive,17799.0,4.0
0,58.0,Self Enquiry,1,11.0,Large Business,Female,4.0,Standard,4.0,Married,3.0,1,5,1,Senior Manager,25552.0,3.0
0,31.0,Self Enquiry,3,13.0,Salaried,Male,4.0,Basic,3.0,Married,4.0,0,4,1,Executive,17329.0,3.0
0,36.0,Self Enquiry,1,27.0,Salaried,Female,3.0,Deluxe,3.0,Married,2.0,1,3,0,Manager,22347.0,2.0
0,49.0,Self Enquiry,1,14.0,Salaried,Female,3.0,Standard,4.0,Married,5.0,0,4,0,Senior Manager,22403.0,3.0
0,48.0,Self Enquiry,1,26.0,Small Business,Male,3.0,Basic,3.0,Married,5.0,0,1,1,Executive,17259.0,2.0
0,31.0,Company Invited,3,26.0,Small Business,Female,3.0,Deluxe,3.0,Married,2.0,0,1,1,Manager,21932.0,3.0
0,36.0,Self Enquiry,1,13.0,Salaried,Male,3.0,Basic,3.0,Unmarried,3.0,0,3,1,Executive,19678.0,5.0
0,38.0,Self Enquiry,1,6.0,Large Business,Female,3.0,Standard,5.0,Married,2.0,0,4,1,Senior Manager,28582.0,4.0
0,32.0,Company Invited,1,6.0,Salaried,Female,4.0,Basic,4.0,Married,7.0,0,3,0,Executive,17332.0,5.0
1,25.0,Self Enquiry,3,25.0,Small Business,Male,4.0,Basic,4.0,Married,2.0,1,1,0,Executive,17413.0,3.0
0,40.0,Self Enquiry,3,16.0,Small Business,Male,4.0,Standard,4.0,Married,3.0,0,4,0,Senior Manager,24705.0,3.0
0,26.0,Company Invited,3,13.0,Small Business,Male,4.0,Deluxe,5.0,Unmarried,2.0,0,3,0,Manager,22347.0,2.0
0,41.0,Self Enquiry,1,13.0,Small Business,Male,3.0,Basic,5.0,Unmarried,3.0,1,4,1,Executive,19721.0,3.0
0,36.0,Self Enquiry,1,8.0,Small Business,Male,3.0,Basic,3.0,Unmarried,5.0,0,5,1,Executive,17519.0,4.0
1,19.0,Self Enquiry,3,27.0,Salaried,Male,4.0,Basic,4.0,Unmarried,2.0,1,1,1,Executive,17121.0,3.0
1,20.0,Self Enquiry,1,10.0,Large Business,Male,3.0,Basic,5.0,Unmarried,2.0,0,3,1,Executive,17973.0,2.0
0,31.0,Self Enquiry,1,18.0,Small Business,Female,3.0,Deluxe,3.0,Married,1.0,1,4,1,Manager,20855.0,2.0
0,36.0,Company Invited,1,15.0,Small Business,Male,3.0,Basic,4.0,Married,1.0,1,4,0,Executive,18617.0,2.0
0,32.0,Self Enquiry,1,9.0,Small Business,Female,3.0,Deluxe,5.0,Married,2.0,0,1,1,Manager,21725.0,3.0
1,36.0,Self Enquiry,3,9.0,Salaried,Male,4.0,Standard,3.0,Married,2.0,1,1,1,Senior Manager,25325.0,2.0
0,33.0,Self Enquiry,1,6.0,Salaried,Female,4.0,Deluxe,3.0,Unmarried,1.0,0,4,1,Manager,21949.0,3.0
1,37.0,Self Enquiry,3,6.0,Salaried,Male,4.0,Standard,3.0,Married,6.0,0,1,1,Senior Manager,25609.0,3.0
0,45.0,Company Invited,1,13.0,Salaried,Male,3.0,Deluxe,4.0,Married,2.0,0,4,1,Manager,22347.0,2.0
0,29.0,Company Invited,3,26.0,Large Business,Female,3.0,Basic,3.0,Married,2.0,0,3,0,Executive,17157.0,3.0
0,35.0,Self Enquiry,3,13.0,Small Business,Female,3.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,19601.0,3.0
0,52.0,Self Enquiry,1,6.0,Salaried,Male,3.0,Super Deluxe,3.0,Married,3.0,0,1,1,AVP,32099.0,5.0
1,58.0,Self Enquiry,1,8.0,Large Business,Male,3.0,Basic,3.0,Unmarried,5.0,0,1,0,Executive,17479.0,2.0
0,53.0,Self Enquiry,3,8.0,Small Business,Male,3.0,Super Deluxe,3.0,Married,7.0,0,3,1,AVP,29852.0,2.0
0,30.0,Self Enquiry,3,14.0,Salaried,Male,3.0,Standard,3.0,Married,6.0,0,3,1,Senior Manager,22264.0,3.0
0,38.0,Company Invited,3,16.0,Large Business,Female,3.0,Deluxe,3.0,Unmarried,2.0,1,3,1,Manager,20666.0,2.0
0,35.0,Self Enquiry,3,9.0,Salaried,Male,3.0,Standard,3.0,Married,7.0,0,5,0,Senior Manager,22823.0,5.0
0,39.0,Self Enquiry,3,8.0,Salaried,Male,1.0,Standard,3.0,Unmarried,1.0,0,1,0,Senior Manager,22880.0,2.0
1,40.0,Company Invited,3,30.0,Salaried,Female,1.0,Super Deluxe,4.0,Unmarried,5.0,1,3,1,AVP,28194.0,3.0
0,47.0,Company Invited,1,22.0,Small Business,Male,1.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,20067.0,3.0
0,36.0,Company Invited,3,14.0,Large Business,Male,3.0,Deluxe,3.0,Married,5.0,0,3,1,Manager,20079.0,3.0
1,31.0,Company Invited,1,15.0,Small Business,Male,4.0,Basic,5.0,Unmarried,1.0,1,3,0,Executive,17321.0,3.0
0,33.0,Company Invited,3,23.0,Salaried,Male,3.0,Super Deluxe,3.0,Unmarried,2.0,0,3,1,AVP,32444.0,2.0
1,29.0,Self Enquiry,1,16.0,Salaried,Female,4.0,Basic,5.0,Unmarried,7.0,1,5,1,Executive,17404.0,3.0
0,36.0,Self Enquiry,1,19.0,Salaried,Female,3.0,Basic,3.0,Unmarried,4.0,0,3,1,Executive,18452.0,2.0
0,45.0,Self Enquiry,1,6.0,Small Business,Female,3.0,Basic,3.0,Married,4.0,0,5,1,Executive,17270.0,3.0
0,50.0,Self Enquiry,1,6.0,Small Business,Male,3.0,Super Deluxe,3.0,Married,1.0,0,5,0,AVP,32399.0,5.0
0,33.0,Company Invited,1,6.0,Salaried,Female,1.0,Deluxe,4.0,Married,2.0,1,3,1,Manager,20488.0,2.0
0,41.0,Company Invited,1,15.0,Small Business,Male,3.0,King,3.0,Married,3.0,0,4,0,VP,34419.0,5.0
0,27.0,Self Enquiry,1,22.0,Large Business,Female,3.0,Basic,4.0,Married,1.0,0,1,1,Executive,17811.0,2.0
0,36.0,Company Invited,1,29.0,Salaried,Male,3.0,Deluxe,5.0,Married,2.0,1,1,1,Manager,18633.0,2.0
0,36.0,Self Enquiry,3,10.0,Salaried,Female,3.0,Deluxe,3.0,Unmarried,2.0,1,3,1,Manager,22347.0,3.0
1,30.0,Self Enquiry,1,28.0,Salaried,Female,3.0,Basic,3.0,Married,5.0,1,1,0,Executive,17132.0,2.0
0,50.0,Self Enquiry,1,30.0,Salaried,Male,3.0,Super Deluxe,3.0,Married,4.0,1,4,1,AVP,28973.0,5.0
0,38.0,Company Invited,1,16.0,Small Business,Male,3.0,Basic,3.0,Married,1.0,0,5,0,Executive,17684.0,3.0
0,46.0,Self Enquiry,1,13.0,Small Business,Male,3.0,Standard,3.0,Married,7.0,0,1,1,Senior Manager,25845.0,4.0
0,24.0,Self Enquiry,1,13.0,Small Business,Female,4.0,Deluxe,3.0,Married,2.0,0,3,0,Manager,22347.0,2.0
1,36.0,Self Enquiry,1,20.0,Salaried,Male,4.0,Basic,4.0,Married,2.0,1,5,1,Executive,22347.0,3.0
0,36.0,Company Invited,1,6.0,Salaried,Female,3.0,Deluxe,5.0,Married,2.0,0,5,1,Manager,22347.0,3.0
0,18.0,Company Invited,1,11.0,Salaried,Male,3.0,Basic,3.0,Unmarried,2.0,0,1,0,Executive,16051.0,4.0
0,54.0,Self Enquiry,1,23.0,Large Business,Female,3.0,Standard,3.0,Married,1.0,0,5,0,Senior Manager,25739.0,2.0
0,35.0,Self Enquiry,1,31.0,Small Business,Female,3.0,Standard,3.0,Married,2.0,1,3,0,Senior Manager,25388.0,3.0
0,30.0,Self Enquiry,1,14.0,Salaried,Female,1.0,Standard,5.0,Married,1.0,1,1,0,Senior Manager,26416.0,5.0
1,20.0,Self Enquiry,1,17.0,Small Business,Female,4.0,Basic,5.0,Unmarried,2.0,1,3,1,Executive,17600.0,5.0
1,30.0,Company Invited,1,11.0,Small Business,Female,3.0,Basic,4.0,Unmarried,1.0,0,3,0,Executive,17422.0,2.0
0,26.0,Self Enquiry,1,8.0,Small Business,Male,1.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,20472.0,3.0
0,22.0,Self Enquiry,1,14.0,Salaried,Male,5.0,Basic,5.0,Married,2.0,0,1,0,Executive,17451.0,4.0
0,48.0,Self Enquiry,1,13.0,Salaried,Male,4.0,Deluxe,3.0,Unmarried,3.0,0,1,0,Manager,22347.0,5.0
0,48.0,Self Enquiry,1,10.0,Salaried,Male,4.0,Standard,3.0,Unmarried,1.0,0,5,1,Senior Manager,25999.0,3.0
0,41.0,Self Enquiry,1,13.0,Small Business,Female,4.0,Deluxe,3.0,Unmarried,7.0,0,3,1,Manager,20003.0,3.0
0,39.0,Self Enquiry,1,6.0,Salaried,Female,4.0,Super Deluxe,3.0,Married,2.0,0,3,1,AVP,27742.0,3.0
0,27.0,Self Enquiry,1,8.0,Salaried,Female,3.0,Deluxe,3.0,Married,1.0,0,5,1,Manager,22347.0,2.0
0,36.0,Self Enquiry,1,16.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,0,5,0,Executive,22347.0,2.0
0,42.0,Self Enquiry,3,11.0,Small Business,Male,3.0,King,3.0,Married,7.0,0,4,0,VP,33303.0,3.0
0,50.0,Self Enquiry,1,15.0,Salaried,Male,3.0,Basic,3.0,Married,5.0,0,5,1,Executive,17380.0,5.0
0,59.0,Self Enquiry,1,8.0,Salaried,Female,4.0,Super Deluxe,3.0,Unmarried,4.0,1,5,1,AVP,28726.0,3.0
1,37.0,Self Enquiry,1,13.0,Small Business,Female,5.0,Deluxe,4.0,Married,6.0,0,4,1,Manager,19777.0,3.0
0,55.0,Company Invited,1,24.0,Small Business,Male,3.0,Deluxe,4.0,Married,4.0,1,5,1,Manager,21385.0,4.0
0,41.0,Company Invited,1,13.0,Salaried,Female,5.0,King,3.0,Married,2.0,0,4,1,VP,34973.0,3.0
0,38.0,Self Enquiry,3,9.0,Salaried,Male,3.0,Deluxe,3.0,Unmarried,1.0,1,3,1,Manager,21861.0,2.0
1,26.0,Company Invited,3,35.0,Small Business,Male,4.0,Deluxe,5.0,Unmarried,1.0,0,3,1,Manager,19969.0,4.0
1,52.0,Self Enquiry,3,8.0,Small Business,Female,5.0,King,3.0,Married,2.0,0,3,1,VP,34845.0,3.0
0,44.0,Self Enquiry,3,34.0,Small Business,Female,1.0,Super Deluxe,3.0,Married,4.0,1,1,1,AVP,28320.0,2.0
0,50.0,Company Invited,3,6.0,Salaried,Female,3.0,Deluxe,3.0,Married,1.0,0,1,0,Manager,21347.0,4.0
1,36.0,Self Enquiry,1,22.0,Salaried,Female,1.0,Basic,5.0,Unmarried,2.0,0,1,1,Executive,17743.0,2.0
0,39.0,Company Invited,1,28.0,Small Business,Female,3.0,Standard,5.0,Unmarried,2.0,1,5,1,Senior Manager,25880.0,3.0
0,33.0,Company Invited,3,14.0,Salaried,Female,4.0,Basic,3.0,Unmarried,1.0,0,1,0,Executive,17342.0,3.0
0,45.0,Self Enquiry,3,17.0,Salaried,Female,3.0,Super Deluxe,3.0,Married,4.0,0,4,0,AVP,32650.0,3.0
0,36.0,Company Invited,1,35.0,Small Business,Female,3.0,Basic,3.0,Unmarried,1.0,0,3,1,Executive,22347.0,5.0
0,34.0,Self Enquiry,3,6.0,Small Business,Male,1.0,Deluxe,3.0,Married,1.0,0,5,0,Manager,24725.0,4.0
0,59.0,Self Enquiry,3,6.0,Large Business,Male,3.0,Standard,3.0,Married,4.0,1,1,1,Senior Manager,26904.0,3.0
0,45.0,Self Enquiry,2,30.0,Small Business,Male,3.0,Basic,4.0,Unmarried,2.0,0,4,0,Executive,17177.0,3.0
0,53.0,Company Invited,3,8.0,Small Business,Female,4.0,Standard,4.0,Married,3.0,0,1,1,Senior Manager,22525.0,2.0
1,36.0,Self Enquiry,1,13.0,Salaried,Male,3.0,Deluxe,3.0,Married,1.0,0,4,0,Manager,19834.0,3.0
1,26.0,Company Invited,1,8.0,Salaried,Male,3.0,Basic,5.0,Married,7.0,1,5,0,Executive,17042.0,2.0
0,34.0,Self Enquiry,3,16.0,Salaried,Female,3.0,Basic,3.0,Married,2.0,1,1,0,Executive,17220.0,3.0
0,28.0,Self Enquiry,3,16.0,Small Business,Male,3.0,Basic,4.0,Married,2.0,0,5,0,Executive,16052.0,5.0
0,38.0,Company Invited,1,9.0,Salaried,Male,3.0,Basic,3.0,Married,4.0,0,3,1,Executive,17821.0,2.0
0,50.0,Self Enquiry,1,8.0,Small Business,Male,3.0,King,3.0,Married,3.0,1,1,1,VP,34237.0,5.0
0,36.0,Self Enquiry,1,9.0,Salaried,Female,3.0,Deluxe,4.0,Unmarried,4.0,0,4,1,Manager,22347.0,2.0
0,40.0,Self Enquiry,3,32.0,Small Business,Male,3.0,Deluxe,5.0,Married,2.0,0,1,1,Manager,23396.0,5.0
0,26.0,Company Invited,1,6.0,Small Business,Female,4.0,Basic,3.0,Married,2.0,0,1,0,Executive,17007.0,3.0
0,46.0,Self Enquiry,1,6.0,Small Business,Male,3.0,King,3.0,Married,1.0,0,5,1,VP,34627.0,2.0
0,54.0,Self Enquiry,3,8.0,Salaried,Female,4.0,Standard,3.0,Married,7.0,0,5,1,Senior Manager,25686.0,3.0
0,56.0,Company Invited,1,15.0,Small Business,Female,3.0,Basic,3.0,Married,3.0,0,1,1,Executive,17942.0,3.0
0,36.0,Self Enquiry,1,18.0,Small Business,Female,4.0,Standard,3.0,Unmarried,1.0,0,1,1,Senior Manager,23858.0,2.0
0,55.0,Company Invited,1,8.0,Small Business,Male,4.0,Super Deluxe,5.0,Unmarried,1.0,0,3,1,AVP,31756.0,3.0
0,43.0,Self Enquiry,3,31.0,Small Business,Male,4.0,Standard,3.0,Married,6.0,0,4,1,Senior Manager,25798.0,4.0
1,20.0,Company Invited,3,15.0,Small Business,Female,3.0,Basic,3.0,Unmarried,2.0,1,4,1,Executive,17323.0,2.0
1,21.0,Self Enquiry,1,16.0,Salaried,Female,4.0,Basic,5.0,Unmarried,2.0,0,3,0,Executive,16416.0,3.0
0,46.0,Self Enquiry,1,13.0,Salaried,Female,4.0,Deluxe,5.0,Married,1.0,1,1,1,Manager,19615.0,5.0
1,51.0,Self Enquiry,1,10.0,Salaried,Male,3.0,Basic,3.0,Married,1.0,1,1,0,Executive,17461.0,2.0
1,28.0,Company Invited,1,30.0,Large Business,Male,4.0,Standard,5.0,Unmarried,2.0,0,1,1,Senior Manager,23722.0,4.0
0,36.0,Self Enquiry,1,6.0,Small Business,Male,4.0,Basic,5.0,Married,2.0,0,3,1,Executive,22347.0,3.0
0,30.0,Self Enquiry,1,26.0,Salaried,Male,3.0,Deluxe,5.0,Married,1.0,0,4,0,Manager,24957.0,3.0
0,36.0,Self Enquiry,1,13.0,Large Business,Female,1.0,Basic,3.0,Married,2.0,0,3,0,Executive,18376.0,2.0
0,38.0,Self Enquiry,1,23.0,Salaried,Female,4.0,Standard,3.0,Married,1.0,0,1,1,Senior Manager,23823.0,5.0
0,40.0,Self Enquiry,1,26.0,Large Business,Male,3.0,Standard,3.0,Married,5.0,0,3,1,Senior Manager,25322.0,4.0
0,27.0,Company Invited,1,13.0,Salaried,Male,5.0,Basic,3.0,Married,2.0,0,1,1,Executive,19621.0,3.0
0,55.0,Company Invited,1,8.0,Salaried,Male,3.0,Standard,4.0,Married,4.0,0,1,0,Senior Manager,25976.0,4.0
0,36.0,Self Enquiry,1,16.0,Salaried,Female,3.0,Deluxe,3.0,Unmarried,4.0,0,4,0,Manager,18660.0,3.0
1,44.0,Self Enquiry,2,6.0,Small Business,Male,4.0,Standard,5.0,Married,1.0,0,4,1,Senior Manager,25482.0,3.0
0,33.0,Self Enquiry,1,11.0,Salaried,Male,4.0,Standard,3.0,Married,5.0,0,3,1,Senior Manager,22119.0,3.0
1,35.0,Self Enquiry,3,10.0,Large Business,Male,3.0,Standard,5.0,Unmarried,1.0,1,4,1,Senior Manager,24582.0,3.0
1,33.0,Company Invited,1,13.0,Small Business,Female,4.0,Deluxe,3.0,Unmarried,2.0,0,5,1,Manager,19508.0,2.0
0,28.0,Self Enquiry,1,21.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,0,4,0,Executive,17207.0,2.0
0,34.0,Company Invited,1,9.0,Salaried,Male,3.0,Deluxe,3.0,Unmarried,1.0,0,1,1,Manager,22756.0,2.0
0,37.0,Self Enquiry,3,16.0,Salaried,Female,4.0,Deluxe,3.0,Married,3.0,1,4,1,Manager,21694.0,3.0
1,36.0,Self Enquiry,1,10.0,Large Business,Male,3.0,Basic,3.0,Married,2.0,1,3,1,Executive,18691.0,3.0
1,26.0,Self Enquiry,1,27.0,Small Business,Male,3.0,Basic,3.0,Married,2.0,0,5,1,Executive,17377.0,2.0
1,33.0,Self Enquiry,1,31.0,Small Business,Male,4.0,Basic,4.0,Unmarried,5.0,1,4,1,Executive,17313.0,2.0
0,42.0,Self Enquiry,1,8.0,Small Business,Male,3.0,Super Deluxe,5.0,Married,1.0,0,3,1,AVP,32665.0,2.0
1,28.0,Company Invited,1,6.0,Small Business,Male,4.0,Basic,4.0,Married,2.0,0,4,1,Executive,17596.0,2.0
1,50.0,Company Invited,3,13.0,Salaried,Male,3.0,Deluxe,3.0,Unmarried,4.0,1,1,1,Manager,19728.0,3.0
0,33.0,Company Invited,3,13.0,Salaried,Female,3.0,Deluxe,4.0,Married,1.0,0,4,0,Manager,22347.0,1.0
0,34.0,Company Invited,1,9.0,Salaried,Male,4.0,Basic,3.0,Married,4.0,0,1,0,Executive,17979.0,2.0
0,48.0,Company Invited,1,6.0,Small Business,Male,1.0,Super Deluxe,3.0,Unmarried,3.0,0,1,0,AVP,31885.0,2.0
0,45.0,Company Invited,3,15.0,Salaried,Female,4.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,20593.0,5.0
0,52.0,Self Enquiry,1,5.0,Salaried,Male,3.0,Standard,4.0,Unmarried,1.0,0,3,1,Senior Manager,25445.0,3.0
0,38.0,Self Enquiry,3,16.0,Small Business,Male,4.0,Standard,3.0,Married,1.0,1,3,1,Senior Manager,23740.0,4.0
0,29.0,Self Enquiry,1,34.0,Salaried,Female,3.0,Basic,3.0,Married,5.0,0,5,1,Executive,17514.0,3.0
0,28.0,Self Enquiry,1,9.0,Small Business,Female,3.0,Standard,4.0,Married,1.0,0,4,0,Senior Manager,22655.0,3.0
0,46.0,Self Enquiry,3,9.0,Small Business,Male,3.0,Super Deluxe,3.0,Married,4.0,0,1,1,AVP,32465.0,2.0
0,38.0,Self Enquiry,3,8.0,Small Business,Male,3.0,Standard,4.0,Unmarried,1.0,0,4,1,Senior Manager,22351.0,3.0
0,43.0,Company Invited,1,33.0,Salaried,Female,3.0,Standard,5.0,Married,1.0,0,4,1,Senior Manager,25820.0,2.0
1,39.0,Company Invited,1,8.0,Salaried,Male,3.0,Super Deluxe,3.0,Married,1.0,0,3,1,AVP,27169.0,2.0
0,40.0,Self Enquiry,1,20.0,Small Business,Male,4.0,King,3.0,Unmarried,2.0,0,3,1,VP,34626.0,3.0
0,21.0,Self Enquiry,1,6.0,Large Business,Female,4.0,Basic,4.0,Unmarried,2.0,1,5,1,Executive,17070.0,4.0
0,39.0,Company Invited,1,15.0,Salaried,Male,3.0,Deluxe,4.0,Unmarried,1.0,0,1,1,Manager,21782.0,3.0
0,36.0,Company Invited,1,24.0,Salaried,Male,3.0,Deluxe,3.0,Unmarried,3.0,0,3,0,Manager,22779.0,4.0
0,31.0,Company Invited,3,26.0,Salaried,Male,1.0,Basic,3.0,Married,1.0,0,5,1,Executive,17791.0,3.0
0,28.0,Self Enquiry,1,8.0,Salaried,Male,4.0,Basic,4.0,Married,1.0,0,1,0,Executive,18201.0,5.0
0,35.0,Company Invited,3,17.0,Small Business,Male,4.0,Deluxe,3.0,Married,2.0,0,5,1,Manager,19968.0,3.0
0,49.0,Self Enquiry,3,14.0,Large Business,Male,4.0,Super Deluxe,4.0,Married,7.0,0,4,1,AVP,28120.0,3.0
0,36.0,Company Invited,1,8.0,Salaried,Male,3.0,Deluxe,3.0,Unmarried,3.0,0,4,1,Manager,22347.0,4.0
